category_id,category,description,category_type,category_gif,enabled_p,parent_only_p,aux_int1,aux_int2,aux_string1,aux_string2,sort_order,visible_tcl
161,Inactive,,Intranet Office Status,category,t,f,,,,,161,
171,Sales Office,,Intranet Office Type,category,t,f,,,,,171,
170,Main Office,,Intranet Office Type,category,t,f,,,,,170,
10046408,0 - Quick Win,Quick Win to be taken immediately,Intranet Opportunity Priority,category,t,f,,,,,1,
84000,1 - Highest Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84001,2 - Very High Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84002,3 - High Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84003,4 - Medium High Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84005,6 - Medium Low Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84006,7 - Low Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84007,8 - Very Low Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84008,9 - Lowest Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84004,5 - Medium Priority,,Intranet Opportunity Priority,category,t,f,,,,,0,
84010,Prospecting,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84011,Qualification,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84012,Needs Analysis,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84013,Value Proposition,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84020,Closed Lost,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84017,Negotiation/Review,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84018,Closed,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84019,Closed Won,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84021,Open,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84016,Proposal/Price Quote,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84015,Perception Analysis,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
84014,Id. Decision Makers,,Intranet Opportunity Sales Stage,category,t,f,,,,,0,
63,Announced,,Intranet Partner Status,category,t,f,,,,,63,
64,Dormant,,Intranet Partner Status,category,t,f,,,,,64,
62,Active,,Intranet Partner Status,category,t,f,,,,,62,
61,In Discussion,,Intranet Partner Status,category,t,f,,,,,61,
65,Dead,,Intranet Partner Status,category,t,f,,,,,65,
60,Targeted,,Intranet Partner Status,category,t,f,,,,,60,
1002,Cheque,,Intranet Payment Type,category,t,f,,,,,1002,
10116,Wire Transfer,,Intranet Payment Type,category,t,f,,,,,10116,
1000,Bank Transfer,,Intranet Payment Type,category,t,f,,,,,1000,
10117,Check,,Intranet Payment Type,category,t,f,,,,,10117,
73002,Deleted,,Intranet Planning Status,category,t,f,,,,,0,
73000,Active,,Intranet Planning Status,category,t,f,,,,,0,
73204,Week,,Intranet Planning Time Dimension,category,t,f,,,,,0,
73202,Month,,Intranet Planning Time Dimension,category,t,f,,,,,0,
73200,Quarter,,Intranet Planning Time Dimension,category,t,f,,,,,0,
73206,Day,,Intranet Planning Time Dimension,category,t,f,,,,,0,
73104,Hours,,Intranet Planning Type,category,t,f,,,,,0,
73102,Costs,,Intranet Planning Type,category,t,f,,,,,0,
73100,Revenues,,Intranet Planning Type,category,t,f,,,,,0,
400,Small Project Work,,Intranet Prior Experience,category,t,f,,,,,400,
402,Large Project Work,,Intranet Prior Experience,category,t,f,,,,,402,
401,Medium Project Work,,Intranet Prior Experience,category,t,f,,,,,401,
67,Yellow,,Intranet Project On Track Status,category,t,f,,,,,67,
66,Green,,Intranet Project On Track Status,category,t,f,,,,,66,
68,Red,,Intranet Project On Track Status,category,t,f,,,,,68,
88396,Deferred,Deferred,Intranet Project Status,category,t,f,,,,,0,
88395,Completed,Completed,Intranet Project Status,category,t,f,,,,,0,
88405,Inception,Inception,Intranet Project Status,category,t,f,,,,,0,
71,Potential,,Intranet Project Status,category,f,f,,,,,71,
83,Canceled,       #  #       ,Intranet Project Status,category,f,f,,,       #  #       ,,83,
88397,Implementation,Implementation,Intranet Project Status,category,t,f,,,,,0,
76,Open,,Intranet Project Status,category,t,f,,,,,76,
10000138,Not For Tracking,,Intranet Project Status,category,t,f,,,,,0,
82,Deleted,       #  #       ,Intranet Project Status,category,f,f,,,       #  #       ,,82,
88430,Pending3rdParty,Waiting for feedback from Third Party,Intranet Project Status,category,t,f,,,,,0,
88404,Planning,Planning,Intranet Project Status,category,t,f,,,,,0,
88402,Rolling Out,Rolling Out,Intranet Project Status,category,t,f,,,,,0,
88429,PendingCustomer,Pending Feedback from Customer,Intranet Project Status,category,t,f,,,,,0,
88427,Integration/Backward,Integration/Backward,Intranet Project Status,category,t,f,,,,,0,
88426,Coding&DailyTesting,Coding&DailyTesting,Intranet Project Status,category,t,f,,,,,0,
88428,Ready For Release,Ready For Release,Intranet Project Status,category,t,f,,,,,0,
73,Qualifying,      ,Intranet Project Status,category,f,f,,,      ,,73,
81,Closed,"All potential outcomes of projectes once the ""open"" phase is over #  #       ",Intranet Project Status,category,t,f,,,"All potential outcomes of projectes once the ""open"" phase is over #  #       ",,81,
77,Declined,       #  #       ,Intranet Project Status,category,f,f,,,       #  #       ,,77,
75,Quote Out,      ,Intranet Project Status,category,f,f,,,      ,,75,
88401,On Hold,On Hold,Intranet Project Status,category,t,f,,,,,0,
74,Quoting,      ,Intranet Project Status,category,f,f,,,      ,,74,
78,Delivered,      ,Intranet Project Status,category,f,f,,,      ,,78,
72,Inquiring,      ,Intranet Project Status,category,f,f,,,      ,,72,
88400,On Going,On Going,Intranet Project Status,category,t,f,,,,,0,
88394,Closing Out,Closing Out,Intranet Project Status,category,t,f,,,,,0,
10000216,Backlog,Backlog,Intranet Project Status,category,t,f,,,,,0,
79,Invoiced,       #  #       ,Intranet Project Status,category,f,f,,,       #  #       ,,79,
88399,Not Started,Not Started,Intranet Project Status,category,t,f,,,,,0,
88398,In-Progress,In-Progress,Intranet Project Status,category,t,f,,,,,0,
85,Unknown,Unknown project type,Intranet Project Type,category,t,f,,,,,85,
86,Other,The project doesn't fit in any category,Intranet Project Type,category,t,f,,,,,86,
88010,SCRUM Sprint,Provides a task board with SCRUM states and a burn-down chart.,Intranet Project Type,category,t,f,,,Intranet Agile SCRUM States,,10,
88000,Agile Project,Project using an agile methodology,Intranet Project Type,category,t,f,,,,,4000,
103,CRM Campaign,Allows assignment of opportunities to marketing campaigns. Disable if CRM module is not used.,Intranet Project Type,category,f,f,,,,,0,
2502,Ticket Container,Contains tickets as sub-items,Intranet Project Type,category,t,f,,,,,4000,
2504,Milestone,Milestones appear in the Milestone dashboard,Intranet Project Type,category,t,f,,,,,0,
101,Ticket,Helpdesk Ticket (should not be visible),Intranet Project Type,category,t,f,,,,,0,
2501,Gantt Project,Generic consulting project or any other project based on a Gantt schedule and Gantt tasks,Intranet Project Type,category,t,f,,,      ,,1000,
2510,Program,A group of projects with common resources or a common budget,Intranet Project Type,category,t,f,,,,,5000,
100,Task,Timesheet Task (should not be visible),Intranet Project Type,category,t,f,,,,,100,
102,CRM Opportunity,,Intranet Project Type,category,f,f,,,,,0,
4599,Software Release,"Represents a software release, consisting of several software release items",Intranet Project Type,category,t,f,,,,,0,
97,Strategic Consulting,Strategic consulting ,Intranet Project Type,category,t,f,,,       #  #        #  #        #  #        #  #       ,,97,
4597,Software Release Item,Represents the items of a software release project,Intranet Project Type,category,t,f,,,,,0,
99,Software Development,Software development,Intranet Project Type,category,t,f,,,       #  #       ,,99,
88020,Kanban,Provides a Kanban board and a burn-down diagram,Intranet Project Type,category,t,f,,,Intranet Agile Kanban States,,20,
98,Software Maintenance,Ongoing software maintenance,Intranet Project Type,category,t,f,,,       #  #        #  #       ,,98,
193,None,,Intranet Qualification Process,category,t,f,,,,,193,
191,University Studies,,Intranet Qualification Process,category,t,f,,,,,191,
192,Domain Expert,,Intranet Qualification Process,category,t,f,,,,,192,
6004,Test received,,Intranet Recruiting Status,category,t,f,,,,,6004,
6002,Test sent,,Intranet Recruiting Status,category,t,f,,,,,6002,
6000,Potential Freelancer,,Intranet Recruiting Status,category,t,f,,,,,6000,
6006,Test evaluated,,Intranet Recruiting Status,category,t,f,,,,,6006,
6102,B - No the best...,,Intranet Recruiting Test Result,category,t,f,,,,,6102,
6104,C - Test completely failed,,Intranet Recruiting Test Result,category,t,f,,,,,6104,
6100,A - Test approved,,Intranet Recruiting Test Result,category,t,f,,,,,6100,
27000,0 - Developing,,Intranet Release Status,,t,f,,,,,0,
27095,7 - Closed,,Intranet Release Status,,t,f,,,,,0,
27090,6 - Ready to be closed,,Intranet Release Status,,t,f,,,,,0,
27085,5 - Ready for Production,,Intranet Release Status,,t,f,,,,,0,
27070,4 - Ready for Acceptance Test,,Intranet Release Status,,t,f,,,,,0,
27060,3 - Ready for Integration Test,,Intranet Release Status,,t,f,,,,,0,
27050,2 - Ready for Integration,,Intranet Release Status,,t,f,,,,,0,
27040,1 - Ready for Review,,Intranet Release Status,,t,f,,,,,0,
15000,Active,,Intranet Report Status,category,t,f,,,,,0,
15002,Deleted,,Intranet Report Status,category,t,f,,,,,0,
15100,Simple SQL Report,,Intranet Report Type,category,t,f,,,,,0,
15110,Indicator,,Intranet Report Type,category,t,f,,,,,0,
43000,Active,,Intranet REST Object Type Status,category,t,f,,,,,0,
43100,Default,,Intranet REST Object Type Type,category,t,f,,,,,0,
75210,Delete,,Intranet Risk Action,category,t,f,,,,,0,
75098,Deleted,,Intranet Risk Status,category,t,f,,,,,0,
75000,Open,,Intranet Risk Status,category,t,f,,,,,0,
75002,Issue,,Intranet Risk Status,category,t,f,,,,,0,
75102,Issue,,Intranet Risk Type,category,t,f,,,,,0,
10226,External,,Intranet Risk Type,category,t,f,,,,,10226,
75100,Risk,,Intranet Risk Type,category,t,f,,,,,0,
10225,Internal,,Intranet Risk Type,category,t,f,,,,,10225,
85200,After Update,,Intranet Rule Invocation Type,category,t,f,,,,,0,
85204,Cron24,,Intranet Rule Invocation Type,category,t,f,,,,,0,
85202,After Creation,,Intranet Rule Invocation Type,category,t,f,,,,,0,
85002,Deleted,,Intranet Rule Status,category,t,f,,,,,0,
85000,Active,,Intranet Rule Status,category,t,f,,,,,0,
85102,Email Rule,,Intranet Rule Type,category,t,f,,,,,0,
85100,TCL Rule,,Intranet Rule Type,category,t,f,,,,,0,
41003,Hey Dude,,Intranet Salutation,category,t,f,,,,,0,
41000,Dear Mr.,,Intranet Salutation,category,t,f,,,,,0,
41002,Dear Ladies and Gentlemen,,Intranet Salutation,category,t,f,,,,,0,
41001,Dear Mrs.,,Intranet Salutation,category,t,f,,,,,0,
86202,Deleted,,Intranet Sencha Column Configurations Status,category,t,f,,,,,0,
86200,Active,,Intranet Sencha Column Configurations Status,category,t,f,,,,,0,
86300,Default,,Intranet Sencha Column Configurations Type,category,t,f,,,,,0,
86002,Deleted,,Intranet Sencha Preferences Status,category,t,f,,,,,0,
86000,Active,,Intranet Sencha Preferences Status,category,t,f,,,,,0,
86100,Default,,Intranet Sencha Preferences Type,category,t,f,,,,,0,
30400,End user support,,Intranet Service Catalog,category,t,f,,,,,0,
30430,Software update service,,Intranet Service Catalog,category,t,f,,,,,0,
30410,Hosting service,,Intranet Service Catalog,category,t,f,,,,,0,
30420,System administrator support,,Intranet Service Catalog,category,t,f,,,,,0,
40010,default,,Intranet Skin,category,t,f,,,,,2,
40015,left,,Intranet Skin,category,t,f,,,,,1,
40025,lightgreen,,Intranet Skin,category,t,f,,,,,4,
40020,saltnpepper,,Intranet Skin,category,t,f,,,,,3,
11000,Active,,Intranet SQL Selector Status,category,t,f,,,,,0,
11002,Deleted,,Intranet SQL Selector Status,category,t,f,,,,,0,
11022,Manual List Selector,User can manually select members,Intranet SQL Selector Type,category,t,f,,,,,0,
11024,Condition Selector,User can define selection conditions,Intranet SQL Selector Type,category,t,f,,,,,0,
11020,Manual SQL Selector,Administrator can edit the SQL query,Intranet SQL Selector Type,category,t,f,,,,,0,
10121,upload,This is the value of im_task_actions.action_type_id when a user uploads a task file.,Intranet Task Action Type,category,t,f,,,This is the value of im_task_actions.action_type_id when a user uploads a task file.,,10121,
10122,download,,Intranet Task Action Type,category,t,f,,,,,10122,
134,Full Time,,Intranet Task Board Time Frame,category,t,f,,,,,134,
133,Side Project,,Intranet Task Board Time Frame,category,t,f,,,,,133,
132,1 day,,Intranet Task Board Time Frame,category,t,f,,,,,132,
131,1 hour,,Intranet Task Board Time Frame,category,t,f,,,,,131,
130,15 Minutes,,Intranet Task Board Time Frame,category,t,f,,,,,130,
30532,Set status: Open & notify,,Intranet Ticket Action,category,t,f,,,,,0,
30545,Change Priority,,Intranet Ticket Action,category,t,f,,,,,0,
30552,Problem Ticket: Close associated incidents,,Intranet Ticket Action,category,t,f,,,,,0,
30560,Set status: Resolved,,Intranet Ticket Action,category,t,f,,,,,0,
30534,Reassign,,Intranet Ticket Action,category,t,f,,,,,0,
30540,Associate ticket with other objects,,Intranet Ticket Action,category,t,f,,,,,0,
30550,Problem Ticket: Create from incident,,Intranet Ticket Action,category,t,f,,,,,0,
30590,Set status: Deleted,,Intranet Ticket Action,category,t,f,,,,,0,
30530,Set status: Open,,Intranet Ticket Action,category,t,f,,,,,0,
30520,Mark tickets as duplicates,,Intranet Ticket Action,category,t,f,,,/intranet-helpdesk/action-duplicated,,0,
30510,Set status: Closed & notify,,Intranet Ticket Action,category,t,f,,,,,0,
30599,Nuke,,Intranet Ticket Action,category,t,f,,,,,0,
30500,Set status: Closed,,Intranet Ticket Action,category,t,f,,,,,0,
31203,Training Request,,Intranet Ticket Class,category,t,f,,,,,0,
31002,Network access to application unavailable or slow,,Intranet Ticket Class,category,t,f,,,,,0,
31003,Performance issues with application,,Intranet Ticket Class,category,t,f,,,,,0,
31200,"Lack of user competency, ability or knowledge",,Intranet Ticket Class,category,t,f,,,,,0,
31204,Incorrect or incomplete documentation,,Intranet Ticket Class,category,t,f,,,,,0,
31205,Issue to export data,,Intranet Ticket Class,category,t,f,,,,,0,
31005,Browser issue: Information is rendered incorrectly,,Intranet Ticket Class,category,t,f,,,,,0,
31300,Requests for new/additional services,,Intranet Ticket Class,category,t,f,,,,,0,
31201,New user creation,,Intranet Ticket Class,category,t,f,,,,,0,
31006,Report does not show expected data,,Intranet Ticket Class,category,t,f,,,,,0,
31009,Issues with backup & recovery,,Intranet Ticket Class,category,t,f,,,,,0,
31008,Security issue,,Intranet Ticket Class,category,t,f,,,,,0,
31000,Broken system or configuration,,Intranet Ticket Class,category,t,f,,,,,0,
31101,Missing or bad master data,,Intranet Ticket Class,category,t,f,,,,,0,
31202,Extension/reduction of user permissions,,Intranet Ticket Class,category,t,f,,,,,0,
31100,Invalid data in system,,Intranet Ticket Class,category,t,f,,,,,0,
31001,Bug/error in application,,Intranet Ticket Class,category,t,f,,,,,0,
30207,7,,Intranet Ticket Priority,category,t,f,,,,,0,
30202,2,,Intranet Ticket Priority,category,t,f,,,,,0,
30203,3,,Intranet Ticket Priority,category,t,f,,,,,0,
30204,4,,Intranet Ticket Priority,category,t,f,,,,,0,
30205,5,,Intranet Ticket Priority,category,t,f,,,,,0,
30208,8,,Intranet Ticket Priority,category,t,f,,,,,0,
30209,9,,Intranet Ticket Priority,category,t,f,,,,,0,
30206,6,,Intranet Ticket Priority,category,t,f,,,,,0,
30201,1,,Intranet Ticket Priority,category,t,f,,,,,0,
30011,Assigned,,Intranet Ticket Status,category,t,f,,,,,0,
30026,Waiting for Other,,Intranet Ticket Status,category,t,f,,,,,0,
30009,Modifying,,Intranet Ticket Status,category,t,f,,,,,0,
30010,In review,,Intranet Ticket Status,category,t,f,,,,,0,
30012,Customer review,,Intranet Ticket Status,category,t,f,,,,,0,
30014,Quoting,,Intranet Ticket Status,category,t,f,,,,,0,
30018,Assigning,,Intranet Ticket Status,category,t,f,,,,,0,
30020,Executing,,Intranet Ticket Status,category,t,f,,,,,0,
30022,Sign-off,,Intranet Ticket Status,category,t,f,,,,,0,
30024,Invoicing,,Intranet Ticket Status,category,t,f,,,,,0,
30090,Duplicate,,Intranet Ticket Status,category,t,f,,,,,0,
30091,Invalid,,Intranet Ticket Status,category,t,f,,,,,0,
30092,Outdated,,Intranet Ticket Status,category,t,f,,,,,0,
30093,Rejected,,Intranet Ticket Status,category,t,f,,,,,0,
30094,Won't fix,,Intranet Ticket Status,category,t,f,,,,,0,
30095,Can't reproduce,,Intranet Ticket Status,category,t,f,,,,,0,
30096,Resolved,,Intranet Ticket Status,category,t,f,,,,,0,
30097,Deleted,,Intranet Ticket Status,category,t,f,,,,,0,
30098,Canceled,,Intranet Ticket Status,category,t,f,,,,,0,
30001,Closed,,Intranet Ticket Status,category,t,f,,,,,0,
30000,Open,,Intranet Ticket Status,category,t,f,,,,,0,
30016,Quote Sign-off,,Intranet Ticket Status,category,t,f,,,,,0,
30600,New Telephony Line,,Intranet Ticket Telephony Request Type,category,t,f,,,,,0,
30690,Other,,Intranet Ticket Telephony Request Type,category,t,f,,,,,0,
30605,Additional Line,,Intranet Ticket Telephony Request Type,category,t,f,,,,,0,
30610,Restriction Settings,,Intranet Ticket Telephony Request Type,category,t,f,,,,,0,
30104,Workplace move Request,Request to work from a different location,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30150,Incident Ticket,,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30154,Change Ticket,,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30158,User Story,,Intranet Ticket Type,category,t,f,,,,,0,
30122,Nagios Alert,,Intranet Ticket Type,category,t,f,,,,,0,
30156,Project Change Request,,Intranet Ticket Type,category,t,f,,,,,0,
30180,Idea,,Intranet Ticket Type,category,t,f,,,idea_generic_wf,,0,
30116,Feature Request,Request to implement a new features for a system.,Intranet Ticket Type,category,t,f,,,feature_request_wf,,0,
30120,SLA Request,,Intranet Ticket Type,category,t,f,,,sla_request_wf,,0,
30118,Training Request,Request training time or training material.,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30152,Problem Ticket,,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30102,Purchasing Request,Request to buy a new IT hardware or software item.,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30106,Telephony Request,Request new telephone equipment or a modified telephone number.,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30108,Project Request,Request a new project (> 5 days of work).,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30110,Bug Request,"Report a bug. Please use this category only for clearly faulty system behaviour. Otherwise please use a ""Feature Request"".",Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30112,Report Request,Request a new report.,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30114,Permission Request,Request to grant or remove permissions for a user and a particular system.,Intranet Ticket Type,category,t,f,,,ticket_generic_wf,,0,
30130,Generic Problem Ticket,Generic heavy-weight problem responsible for multiple incidents.,Intranet Ticket Type,category,t,f,,,,,0,
17010,Active,,Intranet Timesheet Conf Status,category,t,f,,,,,0,
17090,Deleted,,Intranet Timesheet Conf Status,category,t,f,,,,,0,
17020,Rejected,,Intranet Timesheet Conf Status,category,t,f,,,,,0,
17000,Requested,,Intranet Timesheet Conf Status,category,t,f,,,,,0,
17100,Timesheet,,Intranet Timesheet Conf Type,category,t,f,,,,,0,
9550,Hard,,Intranet Timesheet Task Dependency Hardness Type,category,t,f,,,,,9550,
9740,Active,,Intranet Timesheet Task Dependency Status,category,t,f,,,,,0,
9662,FS (finish-to-start),,Intranet Timesheet Task Dependency Type,category,t,f,1,,,,0,
9660,FF (finish-to-finish),,Intranet Timesheet Task Dependency Type,category,t,f,0,,,,0,
9652,Sub-Task,,Intranet Timesheet Task Dependency Type,category,t,f,,,,,9652,
9666,SS (start-to-start),,Intranet Timesheet Task Dependency Type,category,t,f,3,,,,0,
9650,Depends,,Intranet Timesheet Task Dependency Type,category,t,f,,,,,9650,
9664,SF (start-to-finish),,Intranet Timesheet Task Dependency Type,category,t,f,2,,,,0,
9722,Fixed Work,,Intranet Timesheet Task Fixed Task Type,category,t,f,2,,,,0,
9721,Fixed Duration,,Intranet Timesheet Task Fixed Task Type,category,t,f,1,,,,0,
9720,Fixed Units,,Intranet Timesheet Task Fixed Task Type,category,t,f,0,,,,0,
9602,Inactive,,Intranet Timesheet Task Status,category,t,f,,,,,9602,
9600,Active,,Intranet Timesheet Task Status,category,t,f,,,,,9600,
9500,Standard,,Intranet Timesheet Task Type,category,t,f,,,,,9500,
1204,Accepted,The asignee has confirmed that he will be responsible for the task,Intranet Topic Status,category,t,f,,,The asignee has confirmed that he will be responsible for the task,,1204,
1206,Rejected,The asignee has rejected to take responsability for the task,Intranet Topic Status,category,t,f,,,The asignee has rejected to take responsability for the task,,1206,
1208,Needs Clarify,The asignee passes the task back to the owner for clarification,Intranet Topic Status,category,t,f,,,The asignee passes the task back to the owner for clarification,,1208,
1202,Assigned,"A task has been assigned to someone, but this person has not confirmed yet.",Intranet Topic Status,category,t,f,,,"A task has been assigned to someone, but this person has not confirmed yet.",,1202,
1210,Closed,The owner has canceled the task or the asignee has finished the task,Intranet Topic Status,category,t,f,,,The owner has canceled the task or the asignee has finished the task,,1210,
1200,Open,"A topic has been generated, but is not assigned to anybody (discussion, ...)",Intranet Topic Status,category,t,f,,,"A topic has been generated, but is not assigned to anybody (discussion, ...)",,1200,
1100,News,News item that may or may not be commented.,Intranet Topic Type,category,t,f,,,News item that may or may not be commented.,,1100,
1110,Help Request,Help Request,Intranet Topic Type,category,t,f,,,Help Request,,1110,
1108,Note,Calling attention about something,Intranet Topic Type,category,t,f,,,Calling attention about something,,1108,
1102,Incident,Critical task that needs rapid resolution,Intranet Topic Type,category,t,f,,,Critical task that needs rapid resolution,,1102,
1104,Task,Task that needs to be performed,Intranet Topic Type,category,t,f,,,Task that needs to be performed,,1104,
1106,Discussion,Request for response/interaction,Intranet Topic Type,category,t,f,,,Request for response/interaction,,1106,
1190,Reply,Reply,Intranet Topic Type,category,t,f,,,Reply,,1190,
329,Month,      ,Intranet UoM,category,t,f,,,      ,,329,
322,Unit,,Intranet UoM,category,t,f,,,,,322,
321,Day,,Intranet UoM,category,t,f,,,,,321,
328,Week,       #  #       ,Intranet UoM,category,t,f,,,       #  #       ,,328,
320,Hour,,Intranet UoM,category,t,f,,,,,320,
188929,Manager of Q College,,Intranet User Type,category,t,f,188925,,,,0,
51447,RCM Customer Specialist,,Intranet User Type,category,t,f,51443,,,,0,
51441,Software Engineer,,Intranet User Type,category,t,f,51437,,,,0,
51435,Software Test Engineer,,Intranet User Type,category,t,f,51431,,,,0,
29059,Helpdesk,,Intranet User Type,category,t,f,29057,,,,0,
22060,Project Managers,,Intranet User Type,category,t,f,467,,,,0,
22080,Accounting,,Intranet User Type,category,t,f,471,,,,0,
51483,RCM Intern,,Intranet User Type,category,t,f,51479,,,,0,
51489,Managing Director,,Intranet User Type,category,t,f,51485,,,,0,
51495,HR Assistant,,Intranet User Type,category,t,f,51491,,,,0,
51531,RCM AR Specialist,,Intranet User Type,category,t,f,51527,,,,0,
51537,Director Product Engineering,,Intranet User Type,category,t,f,51533,,,,0,
51561,Associate Manager RCM Operation ,,Intranet User Type,category,t,f,51557,,,,0,
51567,Manager (Finance & Administration),,Intranet User Type,category,t,f,51563,,,,0,
51573,Office Administrator,,Intranet User Type,category,t,f,51569,,,,0,
51579,Assistant Manager (Product Development),,Intranet User Type,category,t,f,51575,,,,0,
22000,Registered Users,,Intranet User Type,category,t,f,,,,,0,
51585,RCM Coding Specialist,,Intranet User Type,category,t,f,51581,,,,0,
88424,UI Designer,,Intranet User Type,category,t,f,88424,,,,0,
59493,Sr.Assc.Manager (Product Development),,Intranet User Type,category,t,f,59489,,,,0,
22050,Freelancers,,Intranet User Type,category,t,f,465,,,,0,
59584,Associate Manager RCM Operation,,Intranet User Type,category,t,f,59580,,,,0,
73701,Data Scientist,,Intranet User Type,category,t,f,73697,,,,0,
74794,Scrum Master,,Intranet User Type,category,t,f,74790,,,,0,
75080,VP Performance Management,,Intranet User Type,category,t,f,75076,,,,0,
87720,Jr Accountant,,Intranet User Type,category,t,f,87716,,,,0,
115837,Content Writer,,Intranet User Type,category,t,f,115833,,,,0,
115849,PMO Intern,,Intranet User Type,category,t,f,115845,,,,0,
119482,AR Calling Specialist,,Intranet User Type,category,t,f,119478,,,,0,
101929,Sr. HR. Executive,,Intranet User Type,category,t,f,101925,,,,0,
22110,Freelance Managers,,Intranet User Type,category,t,f,10739,,,,0,
51555,Team Leader (Support),,Intranet User Type,category,t,f,51551,,,,0,
22040,Employees,,Intranet User Type,category,t,f,463,,,,0,
51549,Delivery Head,,Intranet User Type,category,t,f,51545,,,,0,
22030,Customers,,Intranet User Type,category,t,f,461,,,,0,
22020,P/O Admins,,Intranet User Type,category,t,f,459,,,,0,
22010,The Public,,Intranet User Type,category,t,f,,,,,0,
51543,Sr.Assc. Manager (Product Development),,Intranet User Type,category,t,f,51539,,,,0,
51525,Manager (Product Development),,Intranet User Type,category,t,f,51521,,,,0,
51519,Manager (Graphics & Documentation),,Intranet User Type,category,t,f,51515,,,,0,
51513,Technical Support Engineer,,Intranet User Type,category,t,f,51509,,,,0,
51507,RCM Operation Manager,,Intranet User Type,category,t,f,51503,,,,0,
51501,Medical Billing Associate,,Intranet User Type,category,t,f,51497,,,,0,
51477,Dot Net Intern,,Intranet User Type,category,t,f,51473,,,,0,
51471,Manager (Support),,Intranet User Type,category,t,f,51467,,,,0,
51465,Accountant,,Intranet User Type,category,t,f,51461,,,,0,
51459,Infrastructure Specialist,,Intranet User Type,category,t,f,51455,,,,0,
51453,Team Leader (Software),,Intranet User Type,category,t,f,51449,,,,0,
188764,Sr Medical Coder,,Intranet User Type,category,t,f,188760,,,,0,
129206,QA Medical Coder,,Intranet User Type,category,t,f,129202,,,,0,
51399,QA Intern,,Intranet User Type,category,t,f,51395,,,,0,
22100,HR Managers,,Intranet User Type,category,t,f,585,,,,0,
51405,Java Intern,,Intranet User Type,category,t,f,51401,,,,0,
115843,Software Engineer (DevOPS),,Intranet User Type,category,t,f,115839,,,,0,
51411,Sr Tech Lead,,Intranet User Type,category,t,f,51407,,,,0,
51417,Sr Manager (Product Development),,Intranet User Type,category,t,f,51413,,,,0,
51423,Config Intern,,Intranet User Type,category,t,f,51419,,,,0,
51429,Senior Software Engineer,,Intranet User Type,category,t,f,51425,,,,0,
22070,Senior Managers,,Intranet User Type,category,t,f,469,,,,0,
22090,Sales,,Intranet User Type,category,t,f,473,,,,0,
42020,Domestic 16%,,Intranet VAT Type,category,t,f,16,,,,0,
42010,Domestic 7%,,Intranet VAT Type,category,t,f,7,,,,0,
42050,Internat. 0%,,Intranet VAT Type,category,t,f,0,,,,0,
42000,Domestic 0%,,Intranet VAT Type,category,t,f,0,,,,0,
42040,Europe 16%,,Intranet VAT Type,category,t,f,16,,,,0,
42030,Europe 0%,,Intranet VAT Type,category,t,f,0,,,,0,
88308,Improve Op & Results,"Improve Operations and Results By Integrating & Optimizing the People, Process, and Technology",Main Goal,category,t,f,,,,,0,
88408,Other than these goals,Other than these goals,Main Goal,category,t,f,,,,,0,
88409,Innovate and Optimize our applications,Innovate and Optimize our applications for the cloud and mobile placing a heavy focus on analytics,Main Goal,category,t,f,,,,,0,
88403,Enable the Move via One Team Care Approach,"Enable the Move to Value-based, Team Care via our One Team Care Approach",Main Goal,category,t,f,,,,,0,
88309,Expand QPro & Qcomplete,Continue to expand our Q Pro and Q Complete Customer Base,Main Goal,category,t,f,,,,,0,
88302,Percentage of Planned Completion,Percentage of Planned Completion,Percentage of Planned Completion,category,t,f,,,,,0,
10000032,Halifax,,Practice,category,t,f,,,,,0,
