project_id;project_name;project_nr;project_path;parent_id;tree_sortkey;max_child_sortkey;company_id;project_type_id;project_status_id;description;billing_type_id;note;project_lead_id;supervisor_id;requires_report_p;project_budget;project_risk;corporate_sponsor;team_size;percent_completed;on_track_status_id;project_budget_hours;cost_quotes_cache;cost_invoices_cache;cost_timesheet_planned_cache;cost_purchase_orders_cache;cost_bills_cache;cost_timesheet_logged_cache;end_date;start_date;template_p;sort_order;reported_hours_cache;cost_expense_planned_cache;cost_expense_logged_cache;confirm_date;cost_delivery_notes_cache;cost_cache_dirty;milestone_p;release_item_p;presales_probability;presales_value;reported_days_cache;program_id;project_cost_center_id;project_calendar;company_project_nr;company_contact_id;presales_value_currency;opportunity_priority_id;opportunity_sales_stage_id;opportunity_campaign_id;score_revenue;score_strategic;score_finance_npv;score_customers;score_finance_cost;cost_bills_planned;cost_expenses_planned;score_risk;score_capabilities;score_finance_roi;project_bucket;project_maingoal;project_subgoal;project_businessgoal;project_initiative;project_plannedenddate;project_perofplannedcompletion;project_plannedstartdate;projet_plannedenddate;proj_businessgoal;prj_businessgoal;project_members;project_board_id;project_userwise_board;project_bring_nextday;project_bring_sameboard;project_newboard_everytime;project_board2_id;project_userwise_board2;project_bring_sameboard2;project_newboard2_everytime;project_newboard2_always;project_report_weekly;backlog_practice;score_gain;score_loss;score_delivery;score_operations;score_why;project_theme;project_class;project_vertical;java_services;net_services;collection_link;training_link;collection_name;training_name;training_doc;testing_richtext;template_category;d_type;d_option;d_filter;d_id;t_type;t_option;t_filter;t_id;risktype;riskimpact;riskprobability
220938;    Data import Activities;task_152249220190_004;task_152527220620;220620;10000000000000110101111111111001000000000000010100000011;00000100;8720;2501;88398;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;60.00;2019-04-22 00:00:00-05;2019-04-17 00:00:00-05;f;47;3;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
221476;Import Data;task_152527221291_001;task_152529221472;221472;1000000000000011011000110011101100000000000001010000001100000000;00000001;8720;2501;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-04-22 00:58:58-05;2019-04-19 01:00:00-05;f;47;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
223547;Google Endpoints (1);task_156613;task_156613_223539;223539;100000000000001101101100011100010000101100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-12 00:00:00-05;2019-04-01 00:00:00-05;f;47;;0.00;0.00;;0.00;;f;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046329;;;;;;;;;;;;;;;;;;;;
225052;Import Data;task_152527224698_001;task_152529225046;225046;1000000000000011011011111010101000000000000001100000001100000000;00000001;8720;2501;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-03-08 17:00:00-06;2019-02-26 08:00:00-06;f;47;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
225226;Import Data;task_152527224924_001;task_152529225222;225222;1000000000000011011011111110101000000001000001100000010000000000;00000001;8720;2501;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-03-08 17:00:00-06;2019-02-26 08:00:00-06;f;47;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
226591;Python RPA - QBots Portal;task_226591;task_226591;58522;1000000000000000111010001000001000101000;00000010;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;4530.00;2019-05-31 00:00:00-05;2019-05-06 13:30:00-05;f;47;226.5;0.00;0.00;;0.00;;t;;;;28.33;;57703;;;;;84000;;;;0;;;;;;3933.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3278;655.6;;10046324;10046314;10046340;;;;;;;;;;;;;;;;;;;;
233984;QInsight (Q2) - Data Export Projects - PPQC BCBS MiHIN Project;task_233984;task_233984;244074;100000000000001000100001110000000010101100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-30 00:00:00-05;2019-05-06 00:00:00-05;f;47;;0.00;0.00;;0.00;;f;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235393;UI changes -  -(copy);2019_5523;2019_5523;198128;1000000000000011000010011101100000010000;;8720;2501;88398;<p>Sarahs Feedback on Qcollege UX</p><p>​UI changes</p><p>Courses</p><p>Categories</p><p>Topics</p><p>Dashboards Rebuilt</p>;;;;;t;;;;;;;;;;;;;;2019-05-07 23:59:58-05;2019-04-29 01:00:00-05;f;47;;0.00;0.00;;0.00;;;;;;0.00;;57701;;;;;84002;;;;0;;;;;;0;;;88323;;;;88336;;;;;;;;;;;;;;;;;;;;;;;;10046307;10046321;10046318;10046341;;;;;;;;;;;;;;;;;;;;
241934;Authorization Service;task_241934;task_241934;225824;1000000000000011011101100000100000011011;;8720;100;76;;;;;;t;;;;;80;;;0.00;0.00;0.00;0.00;0.00;840.00;2019-06-30 00:00:00-05;2019-05-17 00:00:00-05;f;47;42;0.00;0.00;;0.00;;f;;;;5.26;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250122;Import Data;task_152249220190_004249735_001;task_152527220620_001250114;250114;1000000000000011110100110000010000000000000000100000001100000000;00000011;8720;2501;76;;;;;;t;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-04-22 00:00:00-05;2019-04-17 00:00:00-05;f;47;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
254798;QConstrue:Bug Fixing;task_254798;task_254798;227322;100000000000001001001101010010000001000100011010;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;510.60;2019-07-06 00:00:00-05;2019-06-06 00:00:00-05;f;47;25.53;0.00;0.00;;0.00;;f;;;;3.19;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256119;Admin Setup;task_152273;task_152273_256099;256099;1000000000000011111010111011111000000000000000010000000100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-21 00:00:00-05;2019-03-13 08:00:00-05;f;47;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
59760;demo to us team;demo_to_us_team;demo_to_us_team;115669;100000000000000011101001001101110010111000010010;;8720;100;76;;;;;;t;;;;;;;;;;;;;;2018-09-03 00:00:00-05;2018-09-03 00:00:00-05;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046330;;;;;;;;;;;;;;;;;;;;
62581;ERA  split issue;task2018_4041_036;task2018_4041_036;59864;1000000000000000111011011100000001100100;;8720;100;76;;;;;;t;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;2018-12-31 00:00:00-06;2018-08-30 00:00:00-05;f;48;0.02;0.00;0.00;;0.00;;;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
68458;Reserves Distribution: Tri County Endocrinology ;task_68458;task_68458;68418;100000000000000100001110100011110000001100001110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2018-12-31 00:00:00-06;2018-10-12 00:00:00-05;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
75605;Auditing the back and forth transaction with cleargage (2);task_67051;task_67051;75596;100000000000000011101111011011100001011100000010;;8720;100;76;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;160.00;2018-12-17 00:00:00-06;2018-10-30 00:00:00-05;f;48;8;0.00;0.00;;0.00;;f;;;;1.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046333;;;;;;;;;;;;;;;;;;;;
75770;15. R&D;task_75770;task_75770;75764;100000000000000100000000000001110101000100000010;;8720;100;88395;;;;;;t;;;;;100;;;;;;;;;2018-11-30 00:00:00-06;2018-10-30 00:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046331;;;;;;;;;;;;;;;;;;;;
76760;Q-college: Content structure and categorization;task_76760;task_76760;196042;10000000000000010001110110010011010001110000000000000000;;8720;100;76;;;;;;t;;;;;8;;;0.00;0.00;0.00;0.00;0.00;3105.00;2018-12-31 00:00:00-06;2018-11-01 00:00:00-05;f;48;155.25;0.00;0.00;;0.00;;;;;;19.44;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046318;10046344;;;;;;;;;;;;;;;;;;;;
98805;Interviews;task_98805;task_98805;70536;100000000000000100010011101001010010011000001101;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;10.00;2018-12-11 23:59:59-06;2018-12-11 00:00:00-06;f;48;0.5;0.00;0.00;;0.00;;;;;;0.06;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
100684;Do you need admin rights setup?;task_100684;task_100684;100682;10000000000000011000110001001110000000100000000000000000;01100010;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2018-12-20 00:00:00-06;2018-12-19 00:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
110646;CAS-26591-P2W1P7 - batches not sent to clearing house;task_110646;task_110646;66564;1000000000000001000001111110110000101110;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;395.00;2018-12-26 23:59:59-06;2018-12-26 00:00:00-06;f;48;19.75;0.00;0.00;;0.00;;f;;;;2.49;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
115277;SOS01 Data Export;task_115277;task_115277;67678;1000000000000001000011000100011000110110;;8720;100;81;;;;;;t;;;;;18;;;0.00;0.00;0.00;0.00;0.00;360.00;2019-01-02 00:00:00-06;2019-01-02 00:00:00-06;f;48;18;0.00;0.00;;0.00;;;;;;2.26;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
130216;Patient Engagement Android;task_130216;task_130216;130198;1000000000000010000000000111111000000001;00000011;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-01-30 23:59:59-06;2019-01-29 12:30:00-06;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046335;;;;;;;;;;;;;;;;;;;;
133608;CAS-27736-V9X7C4;task_133608;task_133608;67210;1000000000000001000010100111001000101111;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;220.00;2019-02-05 00:00:00-06;2019-02-05 00:00:00-06;f;48;11;0.00;0.00;;0.00;;f;;;;1.38;;57701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
134160;"[S#16;SR#6] When the claim is billed to Self then Charge Schedule field should be automatically checked and have the status as “Self Pay fee schedule”";task_134160;task_134160;134142;100000000000001000001111100111000000001000000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-06 23:59:59-06;2018-07-28 00:00:00-05;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046327;10046333;;;;;;;;;;;;;;;;;;;;
136712;Invoice for PBMI billing service will continue monthly with final invoice for all December collections in January 2017;task_133214;task_133214;136711;1000000000000010000110010000110100000101000001000000001100000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-07 00:00:00-05;2019-02-05 00:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
137138;Clearinghouse set up;task_133484;task_133484;137101;100000000000001000011011000000110000000100000100;00000100;8720;2501;76;;;;;;t;;;;;0;;;;;;;;;2019-02-06 00:00:00-06;2019-02-06 00:00:00-06;f;48;;0.00;0.00;;0.00;;t;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
140067;        UPIN:;task_0178;task_0178;140046;100000000000001000100110011101010000000000000000000000010000000000000011000000000000010100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-13 17:00:00-06;2019-02-13 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046343;;;;;;;;;;;;;;;;;;;;
143163;        UPIN:;task_0178;task_0178;143142;100000000000001000110010100011100000000000000000000000010000000000000011000000000000010100000110;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-14 23:59:59-06;2019-02-13 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
151427;Users Setup (1);task_0123;task_0123;151418;1000000000000010010100101101001100000000000000100000001000000010;00000001;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
152297;Client Settings;task_151400;task_151400;152270;1000000000000010010101100011110000000000000000110000000100001000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 08:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;t;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
153778;Client Settings;task_151400;task_151400;153751;1000000000000010010111000000010100000000000000110000000100001000;00000000;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-02-22 08:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
155740;Users Setup (1);task_0123;task_0123_155632;155632;1000000000000010011000110000011100000000000001000000000000010100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
156231;Users Setup (1);task_0123;task_0123_156147;156147;1000000000000010011001000000111000000001000000010000001000010100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 17:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046330;;;;;;;;;;;;;;;;;;;;
157289;Client Settings;task_151400;task_151400_157264;157264;1000000000000010011010001101110000000000000000100000000100000101;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-02-22 08:00:00-06;2019-02-22 08:00:00-06;f;48;;0.00;0.00;;0.00;;t;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
158003;Client Settings;task_152297;task_152297;157976;1000000000000010011011001000011000000000000000110000000100001000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-21 17:00:00-05;2019-03-13 08:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
158704;User Management;task_152279;task_152279;158695;1000000000000010011011110101010100000000000000110000000100000010;00001010;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-03-21 17:00:00-05;2019-03-13 08:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
159914;Multiple Database Configuration;task_152300;task_152300_159875;159875;1000000000000010011100100010111000000000000000100000001000000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-21 17:00:00-05;2019-03-13 08:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046318;10046333;;;;;;;;;;;;;;;;;;;;
181601;Balance Transfer;task_152357;task_152357_181530;181530;1000000000000010110001101101011000000000000001000000001000001001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-12 00:00:00-05;2019-02-26 00:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
186014;Balance Transfer;task_152357;task_152357_185944;185944;1000000000000010110110000000100000000000000001000000001000001001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-04 00:00:00-06;2019-03-04 00:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
190343;Demographics;task_152528;task_152528_190329;190329;100000000000001011101001011000000000000000000101000000010000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-08 17:00:00-06;2019-02-26 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
190691;Demographics;task_152528;task_152528_190677;190677;100000000000001011101100011010110000000000000000000000010000000000000001;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-08 17:00:00-06;2019-02-26 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
191621;Import Data -  -(191522);task_152527191538_001;task_152529191611;191611;1000000000000010111100000000101000000000000000000000000100000000;00000001;8720;2501;81;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;20.00;2019-03-08 00:00:00-06;2019-02-26 00:00:00-06;f;48;1;0.00;0.00;;0.00;;t;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
197341;Creating a User Accounts;task_197341;task_197341;139664;10000000000000100000000011011000001001000000000100000100;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-21 23:59:59-05;2019-03-21 00:00:00-05;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046321;10046314;10046335;;;;;;;;;;;;;;;;;;;;
209830;remove cross database call changes;task_209830;task_209830;139810;10000000000000010001100011000000000111000000001100001000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-30 00:00:00-05;2019-04-08 00:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;57703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046325;10046314;10046338;;;;;;;;;;;;;;;;;;;;
215785;Quarter II Projects;task_215785;task_215785;129916;1000000000000001111111110110010000011100;00100000;8720;2501;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;8874.00;2019-06-28 00:00:00-05;2019-04-07 13:30:00-05;f;48;443.7;0.00;0.00;;0.00;;f;;;;55.61;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218385;Demographics;task_152528;task_152528_218375;218375;100000000000001101010101110101010000000000001000000000110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
219269;Demographics;task_152528;task_152528_219261;219261;100000000000001101011000101101100000000100000101000000110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
220039;Demographics;task_152528;task_152528_220031;220031;100000000000001101011100100001010000000000000101000000110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-06-04 00:58:58-05;2019-04-16 01:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
220966;Data collection from Practice -  -(220177);task_152318;task_152318_220938;220938;1000000000000011010111111111100100000000000001010000001100000001;00000000;8720;100;88395;;;;;;t;;;;;100;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-04-21 00:00:00-05;2019-04-17 00:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
221480;Demographics;task_152528;task_152528_221476;221476;100000000000001101100011001110110000000000000101000000110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-04-22 00:58:58-05;2019-04-19 01:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
223377;Quarter II Projects;task_215785;task_215785_223369;223369;1000000000000011011011000111000100000000;00001110;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;0.00;2019-06-28 00:00:00-05;2019-04-07 13:30:00-05;f;48;;0.00;0.00;;0.00;;;;;;;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225060;Demographics;task_152528;task_152528_225052;225052;100000000000001101101111101010100000000000000110000000110000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-08 17:00:00-06;2019-02-26 08:00:00-06;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
225230;Demographics;task_152528;task_152528_225226;225226;100000000000001101101111111010100000000100000110000001000000000000000000;;8720;100;76;;;;;;t;;;;;0;;;;;;;;;2019-03-08 00:00:00-06;2019-02-26 00:00:00-06;f;48;;0.00;0.00;;0.00;;;;;;0.00;;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046324;10046318;10046330;;;;;;;;;;;;;;;;;;;;
235219;Python RPA - QBots Portal show available BOTS;task_235219;task_235219;58522;1000000000000000111010001000001000100110;;8720;100;76;;;;;;t;;;;;0;;;0.00;0.00;0.00;0.00;0.00;710.00;2019-05-07 00:00:00-05;2019-05-07 00:00:00-05;f;48;35.5;0.00;0.00;;0.00;;t;;;;4.44;;57703;;;;;84001;;;;0;;;;;;158.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;26.4;;10046324;10046314;10046340;;;;;;;;;;;;;;;;;;;;
235612;Global Search ;2019_5526;2019_5526;198128;1000000000000011000010011101100000010001;;8720;2501;10000216;;;;;;t;;;;;;;;;;;;;;2019-09-08 00:58:58-05;2019-05-07 00:00:00-05;f;48;;0.00;0.00;;0.00;;;;;;0.00;;57701;;;;;84004;;;;0;;;;;;144;;;88323;;;;88336;;;;;;;;;;;;;;;;;;;;;;120;24;10046309;10046321;10046318;10046341;;;;;;;;;;;;;;;;;;;;
245117;Organization Service;task_245117;task_245117;225824;1000000000000011011101100000100000011100;;8720;100;76;;;;;;t;;;;;30;;;;;;;;;2019-05-23 23:59:59-05;2019-05-23 00:00:00-05;f;48;;0.00;0.00;;0.00;;f;;;;0.00;;57705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249378;QInsight - Custom Report for Coast Neuro;2019_5619;2019_5619;138712;1000000000000010001000011100000000101101;;8720;2501;10000216;;;;;;t;;;;;;;;0.00;0.00;0.00;0.00;0.00;223.00;2019-06-11 00:58:58-05;2019-05-31 00:00:00-05;f;48;11.15;0.00;0.00;;0.00;;;;;;1.40;;57703;;;;;;;;;0;;;;;;0;;;88292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10046323;10046314;10046337;;;;;;;;;;;;;;;;;;;;
